Genes,,,,,,
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NZ_CP097881.1,1179666,1180346,rnc,plus,,
NZ_CP097881.1,1180343,1181248,era,plus,,
NZ_CP097881.1,1181260,1181988,recO,plus,,
NZ_CP097881.1,1182000,1182731,pdxJ,plus,,
NZ_CP097881.1,1182731,1183111,acpS,plus,,
NZ_CP097881.1,1183532,1183612,shoB,plus,,
NZ_CP097881.1,1183806,1184066,yfhL,minus,,
NZ_CP097881.1,1184122,1184970,yfhH,minus,,
NZ_CP097881.1,1185179,1185814,yfhb,plus,,
NZ_CP097881.1,1185872,1186375,tadA,plus,,
NZ_CP097881.1,1186372,1187928,mltF,minus,,
NZ_CP097881.1,1188186,1192073,purL,plus,,
NZ_CP097881.1,1192631,1194058,qseE,plus,,
NZ_CP097881.1,1194223,1194936,qseG,plus,,
NZ_CP097881.1,1194926,1196260,glrR,plus,,
NZ_CP097881.1,1196321,1196659,glnB,plus,,
NZ_CP097881.1,1196704,1197894,hmpA,minus,,
NZ_CP097881.1,1198222,1199475,glyA,plus,,
NZ_CP097881.1,1199673,1200866,yphH,minus,,
NZ_CP097881.1,1200984,1204265,yphG,plus,,
NZ_CP097881.1,1204362,1205345,yphF,plus,,
NZ_CP097881.1,1205368,1206879,yphE,plus,,
NZ_CP097881.1,1206904,1207902,yphD,plus,,
NZ_CP097881.1,1207935,1209029,yphC,plus,,
NZ_CP097881.1,1209041,1209913,yphB,plus,,
NZ_CP097881.1,1209961,1210383,yphA,minus,,
NZ_CP097881.1,1210480,1211682,hcaD,minus,,
NZ_CP097881.1,1211692,1212504,hcaB,minus,,
NZ_CP097881.1,1212501,1212821,hcaC,minus,,
NZ_CP097881.1,1212821,1213339,hcaF,minus,,
NZ_CP097881.1,1213336,1214697,hcaE,minus,,
NZ_CP097881.1,1214833,1215723,hcaR,plus,,
NZ_CP097881.1,1215883,1217022,hcaT,plus,,
NZ_CP097881.1,1217014,1218294,csiE,minus,,
NZ_CP097881.1,1218485,1219339,yfhR,minus,,
NZ_CP097881.1,1219484,1220287,suhB,minus,,
NZ_CP097881.1,1220406,1221146,trmJ,plus,,
NZ_CP097881.1,1221598,1222086,iscR,plus,,
NZ_CP097881.1,1222198,1223412,iscS,plus,,
NZ_CP097881.1,1223440,1223826,iscU,plus,,
NZ_CP097881.1,1223843,1224166,iscA,plus,,
NZ_CP097881.1,1224262,1224777,hscB,plus,,
NZ_CP097881.1,1224794,1226644,hscA,plus,,
NZ_CP097881.1,1226646,1226981,fdx,plus,,
NZ_CP097881.1,1226993,1227193,iscX,plus,,
NZ_CP097881.1,1227371,1228654,pepB,plus,,
NZ_CP097881.1,1228796,1229572,sseB,plus,,
NZ_CP097881.1,1229603,1229728,timP,minus,,
NZ_CP097881.1,1230390,1231235,sseA,minus,,
NZ_CP097881.1,1231442,1236403,yfhM,plus,,
NZ_CP097881.1,1236404,1238716,pbpC,plus,,
NZ_CP097881.1,1238865,1239296,ndk,plus,,
NZ_CP097881.1,1239446,1240600,rlmN,plus,,
NZ_CP097881.1,1240885,1241898,rodZ,plus,,
NZ_CP097881.1,1241925,1243043,ispG,plus,,
NZ_CP097881.1,1243154,1244428,hisS,plus,,
NZ_CP097881.1,1244446,1245066,yfgM,plus,,
NZ_CP097881.1,1245077,1246255,bamB,plus,,
NZ_CP097881.1,1246373,1247845,der,plus,,
NZ_CP097881.1,1247915,1248130,yfgJ,plus,,
NZ_CP097881.1,1248127,1249497,xseA,minus,,
NZ_CP097881.1,1249659,1251125,guaB,plus,,
NZ_CP097881.1,1251194,1252771,guaA,plus,,
NZ_CP097881.1,1252864,1253403,yfgI,minus,,
NZ_CP097881.1,1253419,1253937,yfgH,minus,,
NZ_CP097881.1,1254248,1254439,yfgG,minus,,
NZ_CP097881.1,1254457,1254609,,plus,,
NZ_CP097881.1,1254791,1257034,pdeF,plus,,
NZ_CP097881.1,1257073,1258614,ppx,minus,,
NZ_CP097881.1,1258619,1260685,ppk1,minus,,
NZ_CP097881.1,1260857,1261495,purN,minus,,
NZ_CP097881.1,1261495,1262532,purM,minus,,
NZ_CP097881.1,1262857,1263483,upp,plus,,
NZ_CP097881.1,1263569,1264858,uraA,plus,,
NZ_CP097881.1,1264953,1265654,hda,plus,,
NZ_CP097881.1,1265792,1266151,arsC,minus,,
NZ_CP097881.1,1266172,1267635,bepA,minus,,
NZ_CP097881.1,1267848,1268909,yfgO,plus,,
NZ_CP097881.1,1268947,1269795,focB,minus,,
NZ_CP097881.1,1269817,1271829,hyfR,minus,,
NZ_CP097881.1,1271859,1272272,hyfJ,minus,,
NZ_CP097881.1,1272265,1273023,hyfI,minus,,
NZ_CP097881.1,1273020,1273565,hyfH,minus,,
NZ_CP097881.1,1273575,1275242,hyfG,minus,,
NZ_CP097881.1,1275232,1276812,hyfF,minus,,
NZ_CP097881.1,1276817,1277467,hyfE,minus,,
NZ_CP097881.1,1277479,1278918,hyfD,minus,,
NZ_CP097881.1,1278935,1279882,hyfC,minus,,
NZ_CP097881.1,1279893,1281911,hyfB,minus,,
NZ_CP097881.1,1281911,1282528,hyfA,minus,,
NZ_CP097881.1,1282781,1283251,bcp,minus,,
NZ_CP097881.1,1283251,1283823,gcvR,minus,,
NZ_CP097881.1,1283969,1284847,dapA,plus,,
NZ_CP097881.1,1284864,1285898,bamC,plus,,
NZ_CP097881.1,1286111,1286824,purC,plus,,
NZ_CP097881.1,1286992,1287855,ypfJ,plus,,
NZ_CP097881.1,1287870,1289885,tmcA,plus,,
NZ_CP097881.1,1289959,1290657,ypfH,plus,,
NZ_CP097881.1,1290767,1290967,ypfN,minus,,
NZ_CP097881.1,1290995,1292122,dapE,minus,,
NZ_CP097881.1,1292126,1292482,yffB,minus,,
NZ_CP097881.1,1292863,1292922,ypfM,plus,,
NZ_CP097881.1,1293021,1296134,acrD,minus,,
NZ_CP097881.1,1296298,1297998,narQ,minus,,
NZ_CP097881.1,1298204,1300183,aegA,plus,,
NZ_CP097881.1,1300251,1300826,nudK,plus,,
NZ_CP097881.1,1300952,1301995,ypfG,plus,,
NZ_CP097881.1,1302090,1304093,tkt,minus,,
NZ_CP097881.1,1304113,1305063,tal,minus,,
NZ_CP097881.1,1305352,1307631,maeB,plus,,
NZ_CP097881.1,1307924,1308259,eutS,plus,,
NZ_CP097881.1,1308272,1308751,eutP,plus,,
NZ_CP097881.1,1308726,1309427,eutQ,plus,,
NZ_CP097881.1,1309424,1310227,eutT,plus,,
NZ_CP097881.1,1310224,1311240,pta,plus,,
NZ_CP097881.1,1311279,1311572,eutM,plus,,
NZ_CP097881.1,1311679,1311966,eutN,plus,,
NZ_CP097881.1,1311978,1313381,eutE,plus,,
NZ_CP097881.1,1313392,1314228,eutJ,plus,,
NZ_CP097881.1,1314218,1315405,eutG,plus,,
NZ_CP097881.1,1315622,1316848,eutH,plus,,
NZ_CP097881.1,1316845,1318248,eutA,plus,,
NZ_CP097881.1,1318249,1318374,,plus,,
NZ_CP097881.1,1318397,1319206,yffS,minus,,
NZ_CP097881.1,1319357,1319749,yffR,minus,,
NZ_CP097881.1,1319760,1320137,yffQ,minus,,
NZ_CP097881.1,1320612,1321205,yffP,minus,,
NZ_CP097881.1,1321202,1321618,yffO,minus,,
NZ_CP097881.1,1321736,1322104,yffN,minus,,
NZ_CP097881.1,1322116,1322361,yffM,minus,,
NZ_CP097881.1,1322831,1323472,yffL,minus,,
NZ_CP097881.1,1323663,1324871,intZ,minus,,
NZ_CP097881.1,1325050,1326411,eutB,plus,,
NZ_CP097881.1,1326432,1327319,eutC,plus,,
NZ_CP097881.1,1327329,1327988,eutL,plus,,
NZ_CP097881.1,1328001,1328501,eutK,plus,,
NZ_CP097881.1,1328547,1329599,eutR,plus,,
NZ_CP097881.1,1329605,1330504,hemF,minus,,
NZ_CP097881.1,1330508,1331377,amiA,minus,,
NZ_CP097881.1,1331591,1332016,ypeA,plus,,
NZ_CP097881.1,1332003,1332452,yfeZ,plus,,
NZ_CP097881.1,1332513,1333088,yfeY,plus,,
NZ_CP097881.1,1333184,1334083,yfeX,plus,,
NZ_CP097881.1,1334323,1335627,pbp4b,minus,,
NZ_CP097881.1,1335632,1337056,murP,minus,,
NZ_CP097881.1,1337060,1337956,murQ,minus,,
NZ_CP097881.1,1338120,1338977,murR,plus,,
NZ_CP097881.1,1339106,1339897,ucpA,plus,,
NZ_CP097881.1,1340201,1341217,cysP,plus,,
NZ_CP097881.1,1341217,1342050,cysT,plus,,
NZ_CP097881.1,1342050,1342925,cysW,plus,,
NZ_CP097881.1,1342915,1344012,cysA,plus,,
NZ_CP097881.1,1344146,1345057,cysM,plus,,
NZ_CP097881.1,1345246,1345980,yfeS,minus,,
NZ_CP097881.1,1346013,1346387,yfeK,minus,,
NZ_CP097881.1,1346492,1347343,pdxK,plus,,
NZ_CP097881.1,1347386,1347895,crr,minus,,
NZ_CP097881.1,1347936,1349663,ptsI,minus,,
NZ_CP097881.1,1349708,1349965,ptsH,minus,,
NZ_CP097881.1,1350349,1351320,cysK,minus,,
NZ_CP097881.1,1351505,1352266,cysZ,minus,,
NZ_CP097881.1,1352496,1353482,zipA,plus,,
NZ_CP097881.1,1353553,1355568,ligA,plus,,
NZ_CP097881.1,1355570,1355788,ypeB,plus,,
NZ_CP097881.1,1355785,1356783,yfeH,minus,,
NZ_CP097881.1,1356873,1357799,yfeR,plus,,
NZ_CP097881.1,1357838,1358602,yfeN,minus,,
NZ_CP097881.1,1358851,1359684,xapA,plus,,
NZ_CP097881.1,1359744,1361000,xapB,plus,,
NZ_CP097881.1,1361053,1361211,,plus,,
NZ_CP097881.1,1361252,1362136,xapR,plus,,
NZ_CP097881.1,1362245,1362370,,minus,,
NZ_CP097881.1,1362401,1362476,,minus,,
NZ_CP097881.1,1362481,1362556,,minus,,
NZ_CP097881.1,1362603,1362678,,minus,,
NZ_CP097881.1,1362723,1362798,,minus,,
NZ_CP097881.1,1363057,1364472,gltX,plus,,
NZ_CP097881.1,1364524,1364916,yfeD,minus,,
NZ_CP097881.1,1364918,1365277,yfeC,minus,,
NZ_CP097881.1,1365498,1365573,,plus,,
NZ_CP097881.1,1365613,1365688,,plus,,
NZ_CP097881.1,1365897,1368086,pdeA,plus,,
NZ_CP097881.1,1368286,1369398,,minus,,
NZ_CP097881.1,1369485,1370687,nupC,minus,,
NZ_CP097881.1,1371023,1372261,mntH,plus,,
NZ_CP097881.1,1372402,1372728,ypeC,minus,,
NZ_CP097881.1,1372843,1374099,yfeO,minus,,
NZ_CP097881.1,1374303,1375268,glk,plus,,
NZ_CP097881.1,1375487,1375813,fryB,plus,,
NZ_CP097881.1,1375835,1377082,fryC,plus,,
NZ_CP097881.1,1377097,1378182,ypdF,plus,,
NZ_CP097881.1,1378182,1379219,ypdE,plus,,
NZ_CP097881.1,1379244,1381739,ptsP,plus,,
NZ_CP097881.1,1381742,1382599,ypdC,minus,,
NZ_CP097881.1,1382612,1383346,ypdB,minus,,
NZ_CP097881.1,1383361,1385058,ypdA,minus,,
NZ_CP097881.1,1385434,1386672,alaC,plus,,
NZ_CP097881.1,1386737,1386808,ypdK,minus,,
NZ_CP097881.1,1387164,1388084,lpxP,minus,,
NZ_CP097881.1,1388437,1388679,yfdY,plus,,
NZ_CP097881.1,1388756,1389031,ypdI,minus,,
NZ_CP097881.1,1389327,1389962,yfdX,plus,,
NZ_CP097881.1,1390475,1391725,frc,plus,,
NZ_CP097881.1,1391779,1393473,oxc,plus,,
NZ_CP097881.1,1393543,1394487,yfdV,plus,,
NZ_CP097881.1,1394561,1395706,yfdE,plus,,
NZ_CP097881.1,1395762,1399355,evgS,minus,,
NZ_CP097881.1,1399360,1399974,evgA,minus,,
NZ_CP097881.1,1400390,1401553,emrK,plus,,
NZ_CP097881.1,1401553,1403091,emrY,plus,,
NZ_CP097881.1,1403199,1404527,dsdA,minus,,
NZ_CP097881.1,1404545,1405882,dsdX,minus,,
NZ_CP097881.1,1406100,1407035,dsdC,plus,,
NZ_CP097881.1,1407219,1407419,torI,minus,,
NZ_CP097881.1,1407551,1407856,yfdT,minus,,
NZ_CP097881.1,1407856,1408218,,minus,,
NZ_CP097881.1,1408209,1408745,yfdR,minus,,
NZ_CP097881.1,1408873,1409697,yfdQ,minus,,
NZ_CP097881.1,1409763,1410125,yfdP,minus,,
NZ_CP097881.1,1410144,1410851,,plus,,
NZ_CP097881.1,1410848,1411342,yfdN,plus,,
NZ_CP097881.1,1411342,1411608,yfdM,plus,,
NZ_CP097881.1,1411550,1412185,,plus,,
NZ_CP097881.1,1412212,1412652,yfdK,plus,,
NZ_CP097881.1,1412624,1412914,,minus,,
NZ_CP097881.1,1413086,1413232,,plus,,
NZ_CP097881.1,1413267,1414598,,minus,,
NZ_CP097881.1,1414595,1415515,yfdH,minus,,
NZ_CP097881.1,1415512,1415874,yfdG,minus,,
NZ_CP097881.1,1416027,1417184,intS,minus,,
NZ_CP097881.1,1417346,1417420,,minus,,
NZ_CP097881.1,1417496,1418428,yfdC,minus,,
NZ_CP097881.1,1418722,1419477,mlaA,plus,,
NZ_CP097881.1,1419659,1420717,yfdF,minus,,
NZ_CP097881.1,1421083,1422423,fadL,minus,,
NZ_CP097881.1,1422795,1423079,yfcZ,plus,,
NZ_CP097881.1,1423260,1424570,fadI,plus,,
NZ_CP097881.1,1424570,1426714,fadJ,plus,,
NZ_CP097881.1,1426917,1427402,sixA,plus,,
NZ_CP097881.1,1428083,1428646,yfcV,plus,,
NZ_CP097881.1,1428728,1431373,yfcU,plus,,
NZ_CP097881.1,1431393,1432145,yfcS,plus,,
NZ_CP097881.1,1432145,1432657,yfcR,plus,,
NZ_CP097881.1,1432654,1433142,yfcQ,plus,,
NZ_CP097881.1,1433139,1433678,yfcP,plus,,
NZ_CP097881.1,1433680,1434501,yfcO,plus,,
NZ_CP097881.1,1434572,1435123,smrB,minus,,
NZ_CP097881.1,1435289,1436221,prmB,plus,,
NZ_CP097881.1,1436256,1437341,aroC,plus,,
NZ_CP097881.1,1437345,1438169,mepA,plus,,
NZ_CP097881.1,1438169,1438978,yfcA,plus,,
NZ_CP097881.1,1438978,1439526,epmC,plus,,
NZ_CP097881.1,1439560,1439838,yfcL,plus,,
NZ_CP097881.1,1439959,1441965,mnmC,minus,,
NZ_CP097881.1,1442124,1443344,fabB,plus,,
NZ_CP097881.1,1443609,1444787,yfcJ,plus,,
NZ_CP097881.1,1444784,1445779,flk,minus,,
NZ_CP097881.1,1445878,1447014,pdxB,plus,,
NZ_CP097881.1,1447080,1448093,usg,plus,,
NZ_CP097881.1,1448093,1448905,truA,plus,,
NZ_CP097881.1,1448988,1449647,dedA,plus,,
NZ_CP097881.1,1449803,1450717,accD,plus,,
NZ_CP097881.1,1450787,1452055,folC,plus,,
NZ_CP097881.1,1452045,1452707,dedD,plus,,
NZ_CP097881.1,1452966,1453454,cvpA,plus,,
NZ_CP097881.1,1453491,1455008,purF,plus,,
NZ_CP097881.1,1455103,1455672,ubiX,plus,,
NZ_CP097881.1,1455938,1456720,argT,plus,,
NZ_CP097881.1,1456941,1457723,hisJ,plus,,
NZ_CP097881.1,1457813,1458499,hisQ,plus,,
NZ_CP097881.1,1458496,1459212,hisM,plus,,
NZ_CP097881.1,1459220,1459993,hisP,plus,,
NZ_CP097881.1,1460190,1461080,rpnB,plus,,
NZ_CP097881.1,1461128,1462021,yfcH,minus,,
NZ_CP097881.1,1462042,1462404,folX,minus,,
NZ_CP097881.1,1462461,1463108,yfcG,minus,,
NZ_CP097881.1,1463244,1463888,yfcF,plus,,
NZ_CP097881.1,1463944,1464495,yfcE,plus,,
NZ_CP097881.1,1464553,1465095,yfcD,plus,,
NZ_CP097881.1,1465128,1466648,yfcC,minus,,
NZ_CP097881.1,1466838,1468982,pta,minus,,
NZ_CP097881.1,1469057,1470259,ackA,minus,,
NZ_CP097881.1,1470597,1471052,yfbV,plus,,
NZ_CP097881.1,1471135,1471629,yfbU,plus,,
NZ_CP097881.1,1471640,1472290,hxpA,plus,,
NZ_CP097881.1,1472377,1474209,yfbS,plus,,
NZ_CP097881.1,1474268,1474867,yfbR,minus,,
NZ_CP097881.1,1474951,1476168,alaA,minus,,
NZ_CP097881.1,1477088,1478026,lrhA,plus,,
NZ_CP097881.1,1478657,1479100,nuoA,plus,,
NZ_CP097881.1,1479116,1479778,nuoB,plus,,
NZ_CP097881.1,1479872,1481674,nuoC,plus,,
NZ_CP097881.1,1481677,1482177,nuoE,plus,,
NZ_CP097881.1,1482174,1483511,nuoF,plus,,
NZ_CP097881.1,1483564,1486290,nuoG,plus,,
NZ_CP097881.1,1486287,1487264,nuoH,plus,,
NZ_CP097881.1,1487279,1487821,nuoI,plus,,
NZ_CP097881.1,1487833,1488387,nuoJ,plus,,
NZ_CP097881.1,1488384,1488686,nuoK,plus,,
NZ_CP097881.1,1488683,1490524,nuoL,plus,,
NZ_CP097881.1,1490688,1492217,nuoM,plus,,
NZ_CP097881.1,1492224,1493681,nuoN,plus,,
NZ_CP097881.1,1493765,1494613,yfbP,minus,,
NZ_CP097881.1,1494672,1495094,yfbO,minus,,
NZ_CP097881.1,1495303,1496019,yfbN,plus,,
NZ_CP097881.1,1496292,1496795,yfbM,minus,,
NZ_CP097881.1,1496898,1497869,yfbL,minus,,
NZ_CP097881.1,1498007,1499734,yfbK,plus,,
NZ_CP097881.1,1499805,1501016,elaD,minus,,
NZ_CP097881.1,1501204,1502121,rbn,minus,,
NZ_CP097881.1,1502186,1502647,elaA,plus,,
NZ_CP097881.1,1502702,1503007,elaB,plus,,
NZ_CP097881.1,1503086,1504381,menF,plus,,
NZ_CP097881.1,1504470,1506140,menD,plus,,
NZ_CP097881.1,1506137,1506895,menH,plus,,
NZ_CP097881.1,1506910,1507767,menB,plus,,
NZ_CP097881.1,1507767,1508729,menC,plus,,
NZ_CP097881.1,1508726,1510081,menE,plus,,
NZ_CP097881.1,1510191,1510457,pmrD,plus,,
NZ_CP097881.1,1510451,1510837,arnF,minus,,
NZ_CP097881.1,1510837,1511172,arnE,minus,,
NZ_CP097881.1,1511169,1512821,arnT,minus,,
NZ_CP097881.1,1512821,1513711,arnD,minus,,
NZ_CP097881.1,1513708,1515690,arnA,minus,,
NZ_CP097881.1,1515690,1516658,arnC,minus,,
NZ_CP097881.1,1516662,1517801,arnB,minus,,
NZ_CP097881.1,1518109,1518711,ais,plus,,
NZ_CP097881.1,1518750,1519175,nudI,minus,,
NZ_CP097881.1,1519454,1519996,yfaZ,plus,,
NZ_CP097881.1,1520096,1521298,yfaY,plus,,
NZ_CP097881.1,1521518,1522300,yfaX,plus,,
NZ_CP097881.1,1522315,1523520,rhmD,plus,,
NZ_CP097881.1,1523577,1524866,yfaV,plus,,
NZ_CP097881.1,1524884,1525687,yfaU,plus,,
NZ_CP097881.1,1525728,1525913,,minus,,
NZ_CP097881.1,1525926,1526825,,minus,,
NZ_CP097881.1,1527018,1528208,glpC,minus,,
NZ_CP097881.1,1528205,1529464,glpB,minus,,
NZ_CP097881.1,1529454,1531082,glpA,minus,,
NZ_CP097881.1,1531355,1532713,glpT,plus,,
NZ_CP097881.1,1532718,1533794,glpQ,plus,,
NZ_CP097881.1,1533836,1534078,,minus,,
NZ_CP097881.1,1534073,1534177,,plus,,
NZ_CP097881.1,1534257,1534907,inaA,plus,,
NZ_CP097881.1,1534961,1535215,yfaE,minus,,
NZ_CP097881.1,1535215,1536345,nrdB,minus,,
NZ_CP097881.1,1536579,1538864,nrdA,minus,,
NZ_CP097881.1,1538992,1539135,ypaB,plus,,
NZ_CP097881.1,1539560,1543312,yfaL,plus,,
NZ_CP097881.1,1543440,1544162,ubiG,minus,,
NZ_CP097881.1,1544309,1546936,gyrA,plus,,
NZ_CP097881.1,1547085,1548773,yfaA,plus,,
NZ_CP097881.1,1548770,1549393,yfaT,plus,,
NZ_CP097881.1,1549417,1553931,,plus,,
NZ_CP097881.1,1553932,1555581,yfaQ,plus,,
NZ_CP097881.1,1555586,1556362,yfaP,plus,,
NZ_CP097881.1,1556436,1557620,atoB,minus,,
NZ_CP097881.1,1557651,1558973,atoE,minus,,
NZ_CP097881.1,1558970,1559620,atoA,minus,,
NZ_CP097881.1,1559620,1560282,atoD,minus,,
NZ_CP097881.1,1560478,1561863,atoC,minus,,
NZ_CP097881.1,1561860,1563686,atoS,minus,,
NZ_CP097881.1,1563853,1566702,rcsC,plus,,
NZ_CP097881.1,1566902,1567552,rcsB,minus,,
NZ_CP097881.1,1567569,1570241,rcsD,minus,,
NZ_CP097881.1,1570980,1572083,ompC,plus,,
NZ_CP097881.1,1572195,1573250,apbE,plus,,
NZ_CP097881.1,1573324,1574388,ada,plus,,
NZ_CP097881.1,1574388,1575038,alkB,plus,,
NZ_CP097881.1,1575114,1576757,yojI,plus,,
NZ_CP097881.1,1576975,1578621,mqo,plus,,
NZ_CP097881.1,1579336,1579824,eco,minus,,
NZ_CP097881.1,1579959,1580123,yojO,minus,,
NZ_CP097881.1,1580232,1580726,napF,plus,,
NZ_CP097881.1,1580716,1580979,napD,plus,,
NZ_CP097881.1,1580976,1583462,napA,plus,,
NZ_CP097881.1,1583469,1584164,napG,plus,,
NZ_CP097881.1,1584151,1585014,napH,plus,,
NZ_CP097881.1,1585011,1585460,napB,plus,,
NZ_CP097881.1,1585470,1586072,napC,plus,,
NZ_CP097881.1,1586085,1586708,ccmA,plus,,
NZ_CP097881.1,1586705,1587367,ccmB,plus,,
NZ_CP097881.1,1587409,1588146,ccmC,plus,,
NZ_CP097881.1,1588143,1588352,ccmD,plus,,
NZ_CP097881.1,1588349,1588828,ccmE,plus,,
NZ_CP097881.1,1588825,1590768,ccmF,plus,,
NZ_CP097881.1,1590765,1591322,dsbE,plus,,
NZ_CP097881.1,1591319,1592371,ccmH,plus,,
NZ_CP097881.1,1592582,1593229,narP,minus,,
NZ_CP097881.1,1593549,1593617,,plus,,
NZ_CP097881.1,1593684,1594664,,plus,,
NZ_CP097881.1,1594796,1597339,yejO,plus,,
NZ_CP097881.1,1597442,1597518,,minus,,
NZ_CP097881.1,1597593,1599353,yejM,minus,,
NZ_CP097881.1,1599373,1599600,yejL,minus,,
NZ_CP097881.1,1599782,1600789,yejK,plus,,
NZ_CP097881.1,1600928,1601212,rplY,minus,,
NZ_CP097881.1,1601337,1603097,radD,minus,,
NZ_CP097881.1,1603246,1603941,rsuA,plus,,
NZ_CP097881.1,1603969,1605159,bcr,plus,,
NZ_CP097881.1,1605492,1605836,yejG,plus,,
NZ_CP097881.1,1605840,1607429,yejF,minus,,
NZ_CP097881.1,1607431,1608456,yejE,minus,,
NZ_CP097881.1,1608456,1609550,yejB,minus,,
NZ_CP097881.1,1609551,1611365,yejA,minus,,
NZ_CP097881.1,1611447,1613003,pdeN,minus,,
NZ_CP097881.1,1613184,1613750,mepS,minus,,
NZ_CP097881.1,1614162,1614875,lpxT,minus,,
NZ_CP097881.1,1614914,1615900,yeiR,minus,,
NZ_CP097881.1,1616018,1617484,yeiQ,minus,,
NZ_CP097881.1,1617707,1618279,yeiP,minus,,
NZ_CP097881.1,1618434,1618688,yeiW,plus,,
NZ_CP097881.1,1618685,1619866,setB,minus,,
NZ_CP097881.1,1620234,1621364,fruB,plus,,
NZ_CP097881.1,1621364,1622302,fruK,plus,,
NZ_CP097881.1,1622319,1624010,fruA,plus,,
NZ_CP097881.1,1624433,1625374,psuK,plus,,
NZ_CP097881.1,1625362,1626300,psuG,plus,,
NZ_CP097881.1,1626394,1627644,psuT,plus,,
NZ_CP097881.1,1627715,1628413,yeiL,minus,,
NZ_CP097881.1,1628543,1629484,rihB,plus,,
NZ_CP097881.1,1629584,1630834,nupX,plus,,
NZ_CP097881.1,1630941,1632029,yeiI,minus,,
NZ_CP097881.1,1632032,1632889,nfo,minus,,
NZ_CP097881.1,1632963,1634012,yeiH,minus,,
NZ_CP097881.1,1634111,1634992,yieE,plus,,
NZ_CP097881.1,1635197,1636666,lysP,plus,,
NZ_CP097881.1,1636960,1638951,cirA,plus,,
NZ_CP097881.1,1638983,1639819,yeiG,minus,,
NZ_CP097881.1,1640077,1640745,folE,plus,,
NZ_CP097881.1,1640762,1641919,yeiB,plus,,
NZ_CP097881.1,1642061,1643101,galS,plus,,
NZ_CP097881.1,1643381,1644379,mglB,plus,,
NZ_CP097881.1,1644440,1645960,mglA,plus,,
NZ_CP097881.1,1645976,1646986,mglC,plus,,
NZ_CP097881.1,1647229,1648464,preA,minus,,
NZ_CP097881.1,1648458,1649696,preT,minus,,
NZ_CP097881.1,1649890,1650129,yeiS,minus,,
NZ_CP097881.1,1650132,1650851,sanA,minus,,
NZ_CP097881.1,1651001,1651885,cdd,minus,,
NZ_CP097881.1,1652015,1652710,yohK,minus,,
NZ_CP097881.1,1652707,1653105,yohJ,minus,,
NZ_CP097881.1,1653344,1654291,dusC,plus,,
NZ_CP097881.1,1654664,1654747,yohP,minus,,
NZ_CP097881.1,1654971,1656406,mdtQ,plus,,
NZ_CP097881.1,1656459,1657220,yohF,plus,,
NZ_CP097881.1,1657350,1657928,yohD,minus,,
NZ_CP097881.1,1658098,1658685,yohC,plus,,
NZ_CP097881.1,1658859,1659791,pbpG,plus,,
NZ_CP097881.1,1659829,1661544,dld,minus,,
NZ_CP097881.1,1661740,1664037,bglX,plus,,
NZ_CP097881.1,1664248,1665165,osmF,plus,,
NZ_CP097881.1,1665172,1666329,yehY,plus,,
NZ_CP097881.1,1666322,1667248,yehX,plus,,
NZ_CP097881.1,1667253,1667984,yehW,plus,,
NZ_CP097881.1,1667965,1668072,yohO,minus,,
NZ_CP097881.1,1668132,1668863,mlrA,minus,,
NZ_CP097881.1,1669085,1670770,btsS,plus,,
NZ_CP097881.1,1670767,1671486,btsR,plus,,
NZ_CP097881.1,1671533,1672003,yehS,plus,,
NZ_CP097881.1,1672043,1672504,yehR,minus,,
NZ_CP097881.1,1672629,1674629,yehQ,minus,,
NZ_CP097881.1,1674626,1675762,yehP,minus,,
NZ_CP097881.1,1675755,1678034,yehM,minus,,
NZ_CP097881.1,1678045,1679133,yehL,minus,,
NZ_CP097881.1,1679440,1679757,yehK,minus,,
NZ_CP097881.1,1679818,1683450,yehI,minus,,
NZ_CP097881.1,1683460,1687255,,minus,,
NZ_CP097881.1,1687396,1689429,metG,minus,,
NZ_CP097881.1,1689561,1690670,apbC,plus,,
NZ_CP097881.1,1690933,1691214,yehE,plus,,
NZ_CP097881.1,1691507,1692049,yehD,plus,,
NZ_CP097881.1,1692129,1692803,yehC,plus,,
NZ_CP097881.1,1692819,1695299,yehB,plus,,
NZ_CP097881.1,1695315,1696349,yehA,plus,,
NZ_CP097881.1,1696431,1696769,rcnB,minus,,
NZ_CP097881.1,1696988,1697812,rcnA,minus,,
NZ_CP097881.1,1697933,1698205,rcnR,plus,,
NZ_CP097881.1,1698428,1699216,thiM,plus,,
NZ_CP097881.1,1699213,1700013,thiD,plus,,
NZ_CP097881.1,1700078,1700896,yegX,plus,,
NZ_CP097881.1,1700948,1701694,yegW,plus,,
NZ_CP097881.1,1701668,1702633,yegV,minus,,
NZ_CP097881.1,1702630,1703634,yegU,minus,,
NZ_CP097881.1,1703631,1704908,yegT,minus,,
NZ_CP097881.1,1705165,1706217,fbaB,plus,,
NZ_CP097881.1,1706525,1707379,gatY,plus,,
NZ_CP097881.1,1707408,1708670,gatZ,plus,,
NZ_CP097881.1,1708680,1709132,gatA,plus,,
NZ_CP097881.1,1709163,1709447,gatB,plus,,
NZ_CP097881.1,1709451,1710806,,plus,,
NZ_CP097881.1,1710854,1711894,gatD,plus,,
NZ_CP097881.1,1712000,1712299,,plus,,
NZ_CP097881.1,1712329,1713491,,minus,,
NZ_CP097881.1,1713558,1714034,,plus,,
NZ_CP097881.1,1714116,1715015,yegS,minus,,
